2017/05/20 15:35,岩田康誠,マイネルバイカ,3
2017/05/21 15:40,Ｃ．ルメール,ソウルスターリング,1
2017/05/21 15:40,和田竜二,モズカッチャン,2
2017/05/21 15:40,Ｍ．デムーロ,アドマイヤミヤビ,3
2017/05/27 13:50,熊沢重文,マドリードカフェ,1
2017/05/27 13:50,中村将之,テイエムオペラドン,2
2017/05/27 13:50,北沢伸也,スズカプレスト,3
2017/05/28 15:40,Ｃ．ルメール,レイデオロ,1
2017/05/28 15:40,四位洋文,スワーヴリチャード,2
2017/05/28 15:40,Ｍ．デムーロ,アドミラブル,3
2017/05/28 17:05,Ｃ．ルメール,フェイムゲーム,1
2017/05/28 17:05,戸崎圭太,ヴォルシェーブ,2
2017/05/28 17:05,川田将雅,ハッピーモーメント,3
2017/06/03 15:35,武豊,ステイインシアトル,1
2017/06/03 15:35,Ｍ．デムーロ,スマートレイアー,2
2017/06/03 15:35,丹内祐次,マイネルフロスト,3
2017/06/04 15:40,川田将雅,サトノアラジン,1
2017/06/04 15:40,田辺裕信,ロゴタイプ,2
2017/06/04 15:40,Ｍ．デムーロ,レッドファルクス,3
